Nome da Embarca__o;N_mero de Inscri__o no RGP (PPP ou RAEP);N_mero de Inscri__o na Marinha do Brasil;AB;Comprimento;Propuls_o;HP;Capacidade do Por_o;Volume do Tanque;Tripula__o;N_mero de Covos;Status;UF;N_mero da Frota;C_digo IN;Petrecho;Ano de Constru__o
CREPUSCULO I;PA00095647;210990198;5;8,1;Motor;33;;;2;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;2010
CREPUSCULO II;PA00106919;210316845;6;9,15;Motor;45;;;2;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;2007
CREUZA;SP00129481;401M2007008240;;4;Remo;;;;2;;Deferida;SP;6.03.001;6.6;6. Diversificada;2007
CRHISTIAN;BA00273149;2810254851;4,1;8,04;Motor;;;;2;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;1996
CRIADOR;SC00158066;442M2010002378;;6,36;Remo;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2010
CRIS;SC00320991;4451119081;0,6;5,5;Motor;15;0,9;;4;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2016
CRIS;SC00326327;4420239441;1,5;6,8;Motor;18;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2015
CRIS;SC00341055;442M2019000855;1,99;5,25;Remo;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2019
CRIS 2;SC00340937;442M2022003447;1,99;4,8;Motor;18;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2022
CRISADE;SC00268244;4420230240;1,4;6;Motor;15;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2013
CRIS IX;PR00132480;4215514240;;8,32;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;2005
CRIS IX;PR00116626;421M2010001640;;6,8;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;2005
CRISLAINE;SC00241810;4430115621;1,7;9,25;Motor;18;2;;4;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2003
CRISLAINE;SC00157126;442M2007004818;;5,4;Remo;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2007
CRISMAR;MA00226580;1210140675;0,6;6,55;Motor;55;;;;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;2011
CRISMAR;BA00207190;2930021021;1,4;6;Motor;11;;20;3;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;2001
CRISMAR;SC00306931;4418915575;0,5;6,76;Motor;9;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2015
CRISMARES;SC00338166;443M2022004471;1;5,3;Motor;8;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2016
CRISMAR I;SP00004814;4030170293;3,4;11;Motor;115;;900;1;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1988
CRISMILIANA;CE00015919;1630041581;3,5;9,55;Vela;;;;5;110;Deferida;CE;5.01.004;5.3;5. Armadilha;2005
CRISOSTOMO II;SC00244958;4420228687;1,4;6;Remo;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2013
CRIS-P;PE00015927;2210111790;2,8;8,5;Motor;33;;;5;200;Deferida;PE;5.01.001;5.1;5. Armadilha;1989
CRISPIM;RJ00149067;383M2012001331;;4,92;Remo;;;;1;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2008
CRISPIM;CE00268608;1610065531;8;9,8;Motor;60;;2900;5;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;1980
CRISPIM-I;CE00257777;161M2007000011;3;8,2;Vela;;;;5;;Deferida;CE;1.07.001;1.15;1. Linha;2006
CRIS REALFE;PR00075057;4420153911;0,8;9;Motor;22;;;2;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;1988
CRISSIANA;SC00327937;441M2021003893;1;6,3;Motor;30;;;;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;2021
CRISTAL;RS00261210;461M2011001161;;6,4;Motor;9;;;2;;Deferida;RS;6.03.004;6.7;6. Diversificada;2008
CRISTAL;PR00280326;421M2014001623;;6,45;Remo;;;;3;;Deferida;PR;6.04.001;null;6. Diversificada;2014
CRISTAL;RJ00308691;3825415261;4,2;10;Motor;225;;;8;;Deferida;RJ;4.01.002;4.4;4. Rede de Cerco;2000
CRISTAL AZUL;PI00001630;1410100031;4,3;8,6;Motor;96;;3000;3;;Deferida;PI;3.02.001;3.4;3. Rede de Arrasto;1983
CRISTAL C;SP00063898;4030147500;4,6;9,6;Motor;33;;;4;;Deferida;SP;2.04.001;2.4;2. Rede de Emalhe;1986
CRISTAL DO MAR;BA00243640;2810226083;4,3;8,55;Motor;;;;1;;Deferida;BA;1.06.003;1.12;1. Linha;1983
CRISTAL II;CE00015931;161M2006002633;;6,01;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;2000
CRISTAL IV;CE00250269;161M2012001041;;7,28;Vela;;;;5;;Deferida;CE;1.06.003;1.12;1. Linha;2012
CRISTAL IV;CE00114684;1610056639;17,8;12;Motor;78;;5000;4;300;Deferida;CE;5.01.001;5.1;5. Armadilha;1993
CRISTAL JB;CE00258535;1630038857;2,9;8,92;Vela;;;;4;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;2001
CRISTAL MAR;PA00232005;211009091;13;14;Motor;67;;;4;;Deferida;PA;1.03.004;1.5;1. Linha;2010
CRISTAL MAR;PA00307677;220112916;19;14,8;Motor;69;;2000;2;;Deferida;PA;2.04.002;2.10;2. Rede de Emalhe;2016
CRISTAL MAR;AP00307917;220112916;19;14,8;Motor;69;;2000;2;;Deferida;AP;2.04.002;2.10;2. Rede de Emalhe;2016
CRISTAL MAR III;AL00309297;2412235511;7;9,97;Motor;40;;;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;2019
CRISTAL V;CE00115678;1610055136;19,3;12;Motor;78;;5000;5;300;Deferida;CE;5.01.001;5.1;5. Armadilha;1989
CRISTAL VI;CE00115680;1610032217;23,4;13,32;Motor;96;;6000;6;430;Deferida;CE;5.01.001;5.1;5. Armadilha;1973
CRISTAL VII;CE00115694;1610028520;8,6;12,41;Motor;96;;6000;4;400;Deferida;CE;5.01.001;5.1;5. Armadilha;1957
CRISTAL XXV;RJ00119480;3877046924;9;11,5;Motor;90;;;3;;Deferida;RJ;3.02.002;3.9;3. Rede de Arrasto;2003
CRISTIAN;PR00145177;421M2008002930;;6,4;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;2006
CRISTIANA II;CE00248238;161M2012001386;;3,96;Vela;;;;;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;2001
CRISTIANE;SC00199600;4420172371;0,8;8,5;Motor;12;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;1994
CRISTIANE;RJ00118848;3830067674;1,1;7,5;Motor;11;;;4;;Deferida;RJ;6.03.001;6.6;6. Diversificada;1984
CRISTIANE;SC00170986;442M2001008821;;5;Motor;8;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;1994
CRISTIANE I;PA00006764;1610054440;15,4;11;Motor;96;;7000;4;600;Deferida;PA;5.01.001;5.1;5. Armadilha;1987
CRISTIANE I;PR00075087;4211506315;0,2;8;Motor;7;;;2;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;1998
CRISTIANE I;ES00105161;3410146733;3,2;8,13;Motor;33;;1525;3;;Deferida;ES;1.06.001;1.14;1. Linha;1998
CRISTIANE II;PA00006954;1620018411;17,3;12;Motor;96;;7000;4;300;Deferida;PA;5.01.001;5.1;5. Armadilha;1992
CRISTIANE II;AL00224248;2420098609;5,2;7,8;Motor;60;;600;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;1976
CRISTIANE L;CE00015957;1630036161;0,5;6,12;Vela;;;;5;80;Deferida;CE;5.01.003;5.2;5. Armadilha;1997
CRISTIANO;RJ00191374;387M2011002618;;4,5;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2006
CRISTIANO;SC00261168;4418911332;1;7,4;Motor;18;;;3;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2014
CRISTIANO;ES00075119;3420040423;1,1;6,2;Motor;11;;;3;;Deferida;ES;3.02.002;3.9;3. Rede de Arrasto;1985
CRISTIANO;CE00015969;1620014092;1;6,2;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;1985
CRISTIANO I;AL00103059;2410154051;3,3;8;Motor;18;;;3;160;Deferida;AL;5.01.001;5.1;5. Armadilha;2000
CRISTIANO I;SC00054689;4410448587;12;10;Motor;19;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2004
CRISTIANO I;ES00075127;3410237780;3,1;7,89;Motor;120;;;2;;Deferida;ES;3.02.002;3.9;3. Rede de Arrasto;2004
CRISTIANO I;CE00028000;161M2007004610;;5,1;Vela;;;;4;60;Deferida;CE;5.01.004;5.3;5. Armadilha;2002
CRISTIANO II;AL00222196;2412225516;1;8,5;Motor;34;;;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;2009
CRISTIELEN I;SC00284604;4430489327;1;6;Motor;10,05;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2015
CRISTIELLEN;PR00290081;421M2008002921;;5,7;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;2006
CRISTILIANE;SP00075145;4030127347;4,1;8,8;Motor;18;;;2;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1983
CRISTILIANE II;SP00075157;4030137652;1,6;6;Motor;18;;;2;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1984
CRISTINA;AL00234859;2420116747;2,8;9,2;Motor;96;;;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;1986
CRISTINA;SC00282078;441M2014007163;;4,12;Motor;4;;;2;;Deferida;SC;6.03.004;6.7;6. Diversificada;2004
CRISTINA;PR00115884;421M2009081678;;5,8;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;2005
CRISTINA;SC00269726;442M2011003374;;5;Motor;18;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2011
CRISTINA;SC00180489;441M2003002072;1;4,15;Motor;8;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;1997
CRISTINA D;SC00037389;4430106711;98;21,8;Motor;370;;25000;4;;Deferida;SC;3.09.001;3.10;3. Rede de Arrasto;1997
CRISTINA I;SC00052367;4410458868;3;9,4;Motor;18;;;4;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2007
Cristina II;SP00141397;4030221360;2,6;6,8;Motor;18;;50;2;;Deferida;SP;2.04.001;2.4;2. Rede de Emalhe;2002
CRISTINA II;PR00280270;421M2008004703;;5;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;2006
CRISTINA II;SP00075169;4040068599;9,3;12,3;Motor;90;;;4;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1977
CRISTINA MAR;PR00075177;4210233153;8;11,3;Motor;18;;;4;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;1986
CRISTINA-S I;PA00287598;211017345;13;11,5;Motor;180;;;4;;Deferida;PA;1.03.004;1.5;1. Linha;2013
CRISTINA SILVA;RJ00099877;3830093306;0,5;5,5;Remo;15;;;3;;Deferida;RJ;6.03.001;6.6;6. Diversificada;1997
CRISTINA SILVA I;RJ00141757;383M2011002508;;5,5;Remo;;0,8;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2009
CRISTINA SS;SC00272437;443M2014000891;0,5;4,85;Remo;;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2000
CRISTINA VIII;SC00075181;4010243970;6,9;8;Motor;18;3,5;300;1;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;1970
CRISTINE;SC00221784;4451114560;1;6,35;Motor;10;1,5;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2013
CRISTO;SC00329089;442M2021001673;2;6,6;Motor;18;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2021
CRISTO;BA00264930;3410141774;8,7;9,3;Motor;45;;;5;;Deferida;BA;1.06.003;1.12;1. Linha;1990
CRISTO E A ESPERAN_A;SC00173240;441M2013000240;;4,44;Motor;5;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2012
CRISTO _ MEU FAROL;RJ00132978;3870055880;8,7;11;Motor;30;;;2;;Deferida;RJ;1.02.002;1.7;1. Linha;1989
CRISTO ME SALVOU;SC00296219;4430060355;0,7;6;Remo;;;;2;;Deferida;SC;6.08.001;6.8;6. Diversificada;1978
CRISTO NO OCEANO;PA00113526;210984317;8;8;Motor;18;;;;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;2009
CRISTO REDENTOR;CE00015977;1830059572;4;7,2;Motor;102;;3295;5;160;Deferida;CE;5.01.003;5.2;5. Armadilha;1994
CRISTO REDENTOR 1;AL00225936;2412223556;1,6;7;Motor;13;;;3;;Deferida;AL;1.01.003;1.4;1. Linha;2007
Cristo Rei;PA00270075;211014834;18;14,5;Motor;114;;;4;;Deferida;PA;1.03.004;1.5;1. Linha;2014
CRISTO REI;RJ00217939;387M2010002014;;5,4;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2004
CRISTO REI;SC00277267;4420234105;1,5;6,97;Motor;18;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2015
CRISTO REI;MA00231457;1210130599;1,3;7,4;Motor;9;;;2;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;2007
CRISTO REI;SC00119846;4430120561;2,3;7,25;Motor;13;2,3;;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;2006
CRISTO REI;RJ00133508;3820078738;4,3;7,5;Motor;22;;;1;;Deferida;RJ;4.01.002;4.4;4. Rede de Cerco;1978
CRISTO REI;SC00190076;4430109761;6,7;10;Motor;60;4,4;2000;2;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;1999
CRISTO REI;SC00342039;442M2023000855;1,99;7,85;Motor;18;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2022
CRISTO REI;PB00015981;2010074211;3,6;7,2;Motor;30;9;100;6;160;Deferida;PB;5.01.001;5.1;5. Armadilha;1991
CRISTO REI;RN00105447;182M2006000010;;4,8;Vela;;;;3;30;Deferida;RN;5.01.004;5.3;5. Armadilha;2005
CRISTO REI C;SC00011157;4430111278;61;21,7;Motor;320;;10000;9;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2000
CRISTO REI ES;CE00243598;1620018420;8,2;9,9;Motor;60;;;3;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;1992
Cristo Rei I;ES00110298;3410229698;5,7;9,6;Motor;;;;5;;Deferida;ES;1.01.001;1.2;1. Linha;1999
CRISTO REI I;PA00122747;210990996;4;11;Motor;18;;600;2;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;2011
CRISTO REI I;SC00168717;4430085200;2,3;8,6;Motor;45;;500;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;1986
CRISTO REI I;AL00267580;241M2010001579;;6;Vela;;;;2;;Deferida;AL;6.03.003;6.5;6. Diversificada;2010
CRISTO REI II;PA00122759;210990945;7;11,3;Motor;18;;600;2;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;2011
CRISTO REI II;SC00075195;4420000520;1;9;Motor;60;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2000
CRISTO REI III;SC00158960;443M2012005435;;5;Motor;7,5;;;2;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2012
CRISTO REI IV;AL00225900;2412222428;5,2;9;Motor;75;;780;3;;Deferida;AL;2.02.002;2.5;2. Rede de Emalhe;2005
CRISTO SALVA;CE00036337;161M2009000452;;4,14;Vela;;;;3;30;Deferida;CE;5.01.004;5.3;5. Armadilha;2001
CRISTO VIVE;RJ00135340;383M2005000700;;5;Remo;;;;1;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2004
CRISTO VOLTARA;SC00054697;4430120854;4,5;9,46;Motor;13;;40;1;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;1999
CRIS VIII;SC00284168;4410168151;1;7,1;Motor;11;;;6;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;1998
CRIVELA;RJ00303679;388M2017001071;;6;Motor;6,5;;;;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2015
CRJ;SC00206596;442M2010005784;;5,4;Remo;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2009
CROCODILO;ES00098397;3420037872;1;4,5;Remo;;;;2;;Deferida;ES;6.03.001;6.6;6. Diversificada;1982
CROCODILO;PA00101685;210305312;10;13,3;Motor;114;;;2;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;2003
Crotti I;SP00164839;405M2006001975;;5,85;Motor;25;;;;;Deferida;SP;2.04.001;2.4;2. Rede de Emalhe;1998
CRUZADA;CE00245538;161M2010001254;;4,44;Vela;;;;;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;2010
CRUZADO I;SP00004780;4030154531;14,5;13,4;Motor;170;;10000;4;;Deferida;SP;3.03.001;3.6;3. Rede de Arrasto;1986
CRUZADO I;CE00028014;161M2007005667;;4,81;Vela;;;;3;30;Deferida;CE;5.01.005;5.4;5. Armadilha;1991
CRUZADOR;ES00015995;3410232168;7;9,86;Motor;75;250;1000;5;220;Deferida;ES;5.01.001;5.1;5. Armadilha;2001
CRUZAMAR I;SC00319324;441M2017000061;1;5,6;Motor;15;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2016
CRUZ DE MALTA;SC00282824;442M2001019653;;5,83;Motor;15;;;1;;Deferida;SC;6.03.004;6.7;6. Diversificada;2000
CRUZ DE MALTA;SP00258895;4039135997;1,98;7,95;Motor;18;;;2;;Deferida;SP;6.03.001;6.6;6. Diversificada;2003
CRUZ DE MALTA;PR00285924;421M2008006234;;6;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;2008
CRUZ DE MALTA;RJ00075215;3860006037;3;8,3;Motor;18;;;2;;Deferida;RJ;3.02.002;3.9;3. Rede de Arrasto;1982
CRUZ DE MALTA;RJ00233957;3826670957;1,7;6,7;Motor;18;;;1;;Deferida;RJ;6.03.001;6.6;6. Diversificada;2007
CRUZ DE MALTA;SC00342899;443M2023003858;0,88;5,44;Motor;9;;;2;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2022
CRUZ DE MALTA I;SC00177110;4420189991;0,4;5;Motor;15;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2001
CRUZ DE MALTA I;ES00181057;341M2012006807;;4,2;Remo;;;;3;;Deferida;ES;6.03.001;6.6;6. Diversificada;2011
CRUZ DE MALTA I;PR00075227;4210268518;3,4;7,2;Motor;11;;;1;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;1996
Cruzeiro;PE00111154;2210132771;9,6;9,2;Motor;;;;3;220;Deferida;PE;5.01.003;5.2;5. Armadilha;1996
CRUZEIRO;BA00249818;2930003871;5,4;10,5;Motor;;;;6;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;1984
CRUZEIRO;ES00007964;3420036809;2,8;7,5;Motor;22;;;4;160;Deferida;ES;5.01.001;5.1;5. Armadilha;1980
CRUZEIRO 3_;PA00093991;210253550;2,5;9;Motor;25;;;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;1994
CRUZEIRO DO NORTE;RJ00052025;3850011801;7,9;10;Motor;33;;;2;;Deferida;RJ;3.02.002;3.9;3. Rede de Arrasto;1997
CRUZEIRO DO NORTE;PE00016011;2210113385;3,5;8,5;Motor;22;;;3;200;Deferida;PE;5.01.001;5.1;5. Armadilha;1989
CRUZEIRO DO OESTE;PR00042426;4211452703;0,1;5,5;Motor;8;;8;4;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;1998
CRUZEIRO DO SUL;ES00124741;3410239481;22,3;12,18;Motor;120;;;6;;Deferida;ES;1.02.001;1.3;1. Linha;2004
CRUZEIRO DO SUL;CE00016025;1610042751;3;8,5;Motor;48;;3515;4;200;Deferida;CE;5.01.003;5.2;5. Armadilha;1981
CRUZEIRO DO SUL;SC00154040;4430102139;0,71;5,6;Motor;10;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;1994
CRUZEIRO DO SUL;SC00329361;442M2021002408;2;8;Motor;18;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2021
CRUZEIRO DO SUL;SC00341781;442M2023000863;1,99;7,9;Motor;18;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2022
CRUZEIRO DO SUL;RN00028028;181M2007003571;0,4;4,3;Vela;;;;3;30;Deferida;RN;5.01.004;5.3;5. Armadilha;2001
CRUZEIRO DO SUL I;BA00230047;2810259437;4,4;7,9;Motor;;;;4;;Deferida;BA;1.06.003;1.12;1. Linha;1999
CRUZEIRO DO SUL I;RJ00146897;3877048552;9;11,65;Motor;60;;;2;;Deferida;RJ;1.06.001;1.14;1. Linha;2001
CRUZEIRO DO SUL II;BA00220618;2818897297;6;5,7;Motor;10,5;;;1;;Deferida;BA;1.06.003;1.12;1. Linha;2011
CRUZEIRO I;RN00016007;1810021651;7;10;Motor;54;;;6;220;Deferida;RN;5.01.001;5.1;5. Armadilha;1968
CRUZEIRO I;CE00036341;161M2008000177;0,15;4,55;Vela;;;;3;30;Deferida;CE;5.01.004;5.3;5. Armadilha;2002
CRUZEIRO IV;PA00094009;210273925;12,9;11,32;Motor;250;;;4;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;2000
CRUZ MALTINA;SC00298715;4418918388;1;6,98;Motor;10;;;2;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2016
CRUZ SANTA;RJ00012827;3810072613;14,5;13,85;Motor;115;;;;;Deferida;RJ;4.01.005;4.2;4. Rede de Cerco;1941
CRUZ SANTA I;RJ00063280;4430107424;18,1;14;Motor;173;;;4;;Deferida;RJ;4.01.002;4.4;4. Rede de Cerco;1995
CRYSTIANO;AL00226648;2420102126;3;8;Motor;50;;;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;1980
CSC;SC00320251;441M2018002706;1;6,04;Motor;15;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2016
CTE BALRAM;AP00298631;220104298;9;13,8;Motor;114;;1200;1;;Deferida;AP;2.04.002;2.10;2. Rede de Emalhe;2015
CTE OSVALDO RAMOS;PA00189751;211002429;18;12,4;Motor;180;;;4;;Deferida;PA;1.03.004;1.5;1. Linha;2012
CUITELO;PR00115728;421M2010002387;;7,27;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;2005
CUMBUCO;RJ00107525;384M2001001483;0,4;5,03;Motor;8;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;
CUNHA FESTAS;SC00341301;441M2021003311;1;4,87;Motor;5;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2020
CUNHA I;SC00309007;4430495530;14;14,8;Motor;140;;;10;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;2014
CUNHA JR;PA00174628;211001546;1;7,85;Motor;18;;;2;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;2008
CUNHAMAR I;SC00044840;4010588501;84;22;Motor;355;;25000;4;;Deferida;SC;3.09.001;3.10;3. Rede de Arrasto;1988
CUNHAMAR II;SC00009434;4010191279;119;24,6;Motor;380;;25000;6;;Deferida;SC;3.08.001;3.11;3. Rede de Arrasto;1973
CUNHAMAR III;SC00069148;4430080305;99;22,34;Motor;325;;25000;;;Deferida;SC;3.08.001;3.11;3. Rede de Arrasto;1985
Cunhantain;PA00161061;230115110;3;11,7;Motor;18;;;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;2008
CURIMA;SC00054721;4410166531;7,7;11,3;Motor;60;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;
CURIMBATA;SC00167637;4420161230;0,24;4,2;Motor;5,5;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;1990
CURIMBATA;SC00344105;442M2023003153;1,99;4,9;Motor;18;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2020
CURIOR;RN00104391;181M2007003716;0,5;4,5;Vela;;;;3;30;Deferida;RN;5.01.004;5.3;5. Armadilha;1997
CURIOSO;BA00230869;2930031263;1,2;6,2;Motor;18;;;3;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;2007
CURIOSO;SC00119788;4420146877;6,3;10,2;Motor;18;2,7;;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;1987
CURRECA;SC00223444;4410110209;0,1;6,05;Remo;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;1978
CURRECA II;SC00223478;441M2009036392;;6,07;Remo;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;1993
Curu__;PA00159090;230103910;2,6;12;Motor;18;;;2;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;2004
CURU_RA;PR00295841;421M2006001097;;5,3;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;2000
CURUMIM;PA00311288;211020320;10;11;Motor;69;;;2;;Deferida;PA;1.03.004;1.5;1. Linha;2015
CURUMIM;SC00275367;4420233761;1,6;8;Motor;18;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2015
Curupira 007;SP00163601;403M2008001382;;4,8;Remo;;;;;;Deferida;SP;2.04.001;2.4;2. Rede de Emalhe;2007
CURVA DE RIO;SC00343835;443M2023003319;;5,33;Motor;13;;;3;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;2021
CURV_O II;SC00231317;445M2001000210;;4,3;Motor;40;;;4;;Deferida;SC;4.01.002;4.4;4. Rede de Cerco;1997
CUSTEI MAIS CHEGUEI;CE00248830;161M2014001220;;3;Vela;;;;3;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;2006
CUSTOU MAIS SAIU;RJ00099489;3877043241;9;13,45;Motor;140;;;;;Deferida;RJ;4.01.002;4.4;4. Rede de Cerco;2005
CUTI I;SC00275321;442M2005001886;;6;Motor;15;;;5;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2005
CYBORG 2;PR00280938;421M2008005572;;5,2;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;2007
CYGANO;SP00043208;4430110395;19;14,5;Motor;130;;5107;6;;Deferida;SP;2.04.001;2.4;2. Rede de Emalhe;2000
CYMAR I;SC00214921;442M2009001088;;6;Motor;10;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2009
CYNARA;SC00050245;4450043502;5,1;10,4;Motor;95;3,3;;7;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;1971
CYNDE;RN00261758;181M2013000466;2;5,58;Motor;20;;;3;;Deferida;RN;1.03.005;1.6;1. Linha;2011
CYNDI LAUPER;SP00075251;4430094446;2,7;8,74;Motor;9;;;3;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;1990
CYNTHIA;SC00168437;443M2008002495;;5,2;Motor;15;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2008
CYNTHIA I;ES00126067;3420045671;17,3;12;Motor;;;;10;;Deferida;ES;1.02.001;1.3;1. Linha;1989
DA COSTA DO MAR;SC00218069;4418900616;1;7,02;Motor;18;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;2010
